,cluster_id,cluster_name,cluster_isactive,store_id,store_code,store_description,store_lat,store_long
0,1,Durbanville (WC),True,1,12,Checkers Durbanville,-33.8305664,18.6487026
1,101,Muizenberg (WC),True,2,36,Checkers Muizenberg,-34.1062431,18.4686451
2,192,Moreleta (G),True,3,52,Checkers Moreleta Park,-25.80781,28.30031
3,30,Paarl (WC),True,4,60,Checkers Paarl,-33.7306,18.9699
4,16,Kempton Park (G),True,5,68,Checkers Norkem Park,-26.0641,28.22001
5,32,Constantia (WC),True,6,110,Checkers Meadowridge,-34.0397377,18.4562569
6,83,Bluff (KZN),True,7,127,Checkers Bluff,-29.9242916,31.0037384
7,20,Port Elizabeth (EC),False,8,133,Checkers Metlife Plaza,-33.94635,25.5093689
8,2,Cape Town CBD (WC),True,9,137,Checkers Kloof Street,-33.9318771,18.4094639
9,29,Plumstead (WC),True,10,139,Checkers Plumstead,-34.0224342,18.4687366
10,8,Somerset (WC),True,11,156,Checkers Somerset West,-34.0865746,18.8546944
11,22,Pietermaritzburg (KZN),True,12,160,Checkers Scottsville,-29.6155853,30.3941612
12,25,Pretoria (G),False,13,177,Checkers Lynnwood,-25.766,28.28
13,20,Port Elizabeth (EC),False,14,181,Checkers 6th Avenue,-33.98,25.597
14,38,Seapoint (WC),True,15,184,Checkers Sea Point,-33.92074,18.3835239
15,50,Overport (KZN),True,16,187,Checkers Overport,-29.83714,30.99954
16,13,Bryanston (G),True,17,194,Checkers Bryanston,-26.075634,28.0282784
17,11,Emmarentia (G),True,18,208,Checkers Emmarentia,-26.16068,28.01185
18,6,Westville (KZN),True,19,217,Checkers Westville,-29.83626,30.9184933
19,3,Rondebosch (WC),True,20,225,Checkers Rondebosch,-33.9622955,18.4703178
20,23,Brackenfell (WC),True,22,270,Checkers Hyper Brackenfell,-33.8841,18.682
21,28,Krugersdorp (G),False,23,610,Checkers Wilrogate,-26.126,27.847
22,71,Northmead Square (G),True,24,611,Checkers Northmead Square,-26.1628857,28.3227081
23,18,Kenilworth (WC),True,25,639,Checkers Kenilworth,-33.9885674,18.48552
24,17,N1City (WC),True,26,650,Checkers Hyper N1 City,-33.89075,18.5617771
25,9,Stellenbosch (WC),True,27,651,Checkers Stellenbosch,-33.93842,18.8592682
26,189,Tokai (WC),True,28,655,Checkers Hyper Tokai,-34.063,18.454
27,10,Centurion (G),True,31,715,Checkers Hyper FX Centurion,-25.8562,28.18216
28,149,Fourways (G),True,32,731,Checkers Hyper FX Fourways,-26.019,28.007
29,67,Cresta (G),True,33,758,Checkers Cresta,-26.1317272,27.97383
30,75,Roodepoort (G),True,34,762,Checkers Hyper Roodepoort,-26.1482182,27.92206
31,112,KemptonParkHyper (G),True,35,765,Checkers Hyper Kempton Park,-26.1045837,28.2229443
32,77,Edenvale (G),True,36,773,Checkers Hyper Edenvale,-26.161726,28.1709118
33,24,Benoni (G),False,37,802,Checkers Benoni Lake,-26.185,28.315
34,29,Plumstead (WC),True,38,3000,Checkers LiquorShop Plumstead,-34.0224342,18.4687366
35,149,Fourways (G),True,39,3016,Checkers LiquorShop Fourways,-26.0190716,28.0059528
36,20,Port Elizabeth (EC),False,40,3020,Checkers LiquorShop Metlife Plaza,-33.94635,25.5093689
37,70,Moreleta Park (G),True,41,3035,Checkers Parkview,-25.8167877,28.30337
38,193,Silver Lakes (G),True,42,3036,Checkers Silver Lakes,-25.77224,28.3543148
39,20,Port Elizabeth (EC),False,44,3056,Checkers Lorraine,-33.96958,25.49359
40,1,Durbanville (WC),True,45,3072,Checkers LiquorShop Durbanville,-33.8305664,18.6487026
41,64,Parklands Hyper (WC),True,46,3073,Checkers Hyper Parklands (Sandown),-33.7992821,18.5012779
42,90,Brandwag (FS),True,47,3141,Checkers FX Mimosa Mall,-29.1093788,26.2016163
43,90,Brandwag (FS),True,48,3142,Checkers LiquorShop Mimosa Mall,-29.1093788,26.2016163
44,70,Moreleta Park (G),True,50,3201,Checkers LiquorShop Parkview,-25.8167877,28.30337
45,21,Bloemfontein (FS),False,52,3321,Checkers LiquorShop Woodlands,-29.04903,26.18047
46,176,Langebaan (WC),True,53,3418,Checkers Laguna Mall,-33.04806,18.05043
47,68,Olympus Village (G),True,54,3435,Checkers LiquorShop Olympus Village,-25.79924,28.3338032
48,66,Ballito Junction (KZN),True,55,3474,Checkers Ballito Junction,-29.5227642,31.2023163
49,4,Kyalami (G),True,56,3493,Checkers LiquorShop Waterfall Corner,-26.02207,28.0892
50,3,Rondebosch (WC),True,57,3510,Checkers LiquorShop Rondebosch,-33.9622955,18.4703178
51,68,Olympus Village (G),True,58,3611,Checkers Olympus Village,-25.79924,28.3338032
52,58,Atterbury (G),True,59,3612,Checkers Atterbury Value Mart,-25.7897339,28.3082333
53,47,Cradlestone (G),True,60,3614,Checkers Cradlestone,-26.0642014,27.8494244
54,46,Virginia Circle (KZN),True,61,3630,Checkers Virginia Circle,-29.7769089,31.0589485
55,30,Paarl (WC),True,62,3668,Checkers LiquorShop Van Der Lingen,-33.7321167,18.9630737
56,38,Seapoint (WC),True,63,3669,Checkers LiquorShop Sea Point,-33.92102,18.3833141
57,21,Bloemfontein (FS),False,64,3680,Checkers Woodlands,-29.04903,26.18047
58,22,Pietermaritzburg (KZN),True,65,3714,Checkers Hyper Brookside Mall,-29.59154,30.39461
59,105,Zevenwacht (WC),True,67,3725,Checkers Zevenwacht,-33.93475,18.69668
60,50,Overport (KZN),True,68,3784,Checkers LiquorShop Overport,-29.83724,30.9995556
61,43,Leaping Frog (G),True,69,3822,Checkers Pineslopes,-26.0210266,28.014576
62,98,Rivonia (G),True,70,3824,Checkers Rivonia Village,-26.0590229,28.0612411
63,5,Melrose (G),True,71,3871,Checkers Blubird Melrose,-26.13016,28.0653839
64,4,Kyalami (G),True,72,3872,Checkers Waterfall Corner,-26.02207,28.0892
65,20,Port Elizabeth (EC),False,73,3893,Checkers LiquorShop Newton Park,-33.9488,25.5576
66,103,Gateway (KZN),True,74,3896,Checkers LiquorShop Gateway,-29.7259121,31.0654
67,105,Zevenwacht (WC),True,75,3906,Checkers LiquorShop Zevenwacht,-33.93475,18.69668
68,2,Cape Town CBD (WC),True,76,3907,Checkers LiquorShop Kloof Street,-33.9318771,18.4094639
69,8,Somerset (WC),True,77,3914,Checkers Vergelegen Plein,-34.10197,18.87259
70,195,Somerset Hyper (WC),True,78,3916,Checkers Hyper Somerset West (Helderberg Mall),-34.08692,18.82916
71,200,Bryan Park (G),True,79,3924,Checkers Bryan Park,-26.052,28.0043488
72,19,Northgate (G),True,81,3960,Checkers LiquorShop Northgate,-26.057024,27.9472618
73,103,Gateway (KZN),True,82,4020,Checkers Hyper Gateway,-29.7259121,31.0654
74,19,Northgate (G),True,83,4024,Checkers Northgate,-26.057024,27.9472618
75,17,N1City (WC),True,84,4249,Checkers LiquorShop N1 City,-33.89075,18.5617771
76,37,Sunninghill (G),True,85,4254,Checkers Sunninghill,-26.0325737,28.06197
77,43,Leaping Frog (G),True,86,4255,Checkers Leaping Frog,-26.0101433,28.0122166
78,49,Hillcrest (KZN),True,87,4270,Checkers Hillcrest,-29.7810135,30.7626534
79,45,Protea Heights (WC),True,88,4298,Checkers Protea Heights,-33.88901,18.689394
80,155,Big Bay (WC),True,89,4299,Checkers Big Bay,-33.7883873,18.4569778
81,75,Roodepoort (G),True,90,4398,Checkers LiquorShop Roodepoort,-26.1482182,27.92206
82,20,Port Elizabeth (EC),False,91,4473,Checkers Newton Park,-33.9488,25.5576
83,30,Paarl (WC),True,92,4475,Checkers Paarl North,-33.7089,18.9631
84,23,Brackenfell (WC),True,93,4490,Checkers LiquorShop Brackenfell,-33.8841,18.682
85,155,Big Bay (WC),True,94,4497,Checkers LiquorShop Big Bay,-33.7883873,18.4569778
86,15,Greenstone (G),True,95,4501,Checkers Green Valley,-26.1181278,28.1561584
87,161,Emfuleni (G),True,96,4502,Checkers FX Emfuleni,-26.7348,27.8385
88,190,Cobblewalk (WC),True,97,4510,Checkers Cobble Walk,-33.84367,18.67689
89,21,Bloemfontein (FS),False,98,4610,Checkers FX Preller Square,-29.08825,26.21207
90,188,Highveld Park (G),True,99,4656,Checkers Eco Boulevard,-25.87778,28.17647
91,12,Pretoria East (G),False,100,4830,Checkers Village Moreleta,-25.8272,28.2953
92,62,Northriding (G),True,101,4831,Checkers Northriding,-26.05571,27.96536
93,10,Centurion (G),True,102,4832,Checkers Raslouw,-25.87,28.138
94,31,Willowbridge (WC),True,103,4838,Checkers Willowbridge,-33.86787,18.6310253
95,9,Stellenbosch (WC),True,105,4994,Checkers LiquorShop Stellenbosch,-33.93842,18.8592682
96,45,Protea Heights (WC),True,106,5047,Checkers LiquorShop Protea Hoogte,-33.88901,18.689394
97,87,Charlo (EC),True,108,5090,Checkers Moffett-on-main,-33.9833374,25.5539455
98,10,Centurion (G),True,109,5361,Checkers LiquorShop Raslouw,-25.87,28.138
99,61,Grey Owl (G),True,110,5457,Checkers Grey Owl Midstream,-25.90735,28.1632156
100,28,Krugersdorp (G),False,111,5459,Checkers Horizon,-26.14394,27.86727
101,192,Moreleta (G),True,112,5468,Checkers LiquorShop Moreleta Park,-25.8078,28.3003
102,30,Paarl (WC),True,113,5495,Checkers Van Der Lingen,-33.7321167,18.9630737
103,10,Centurion (G),True,114,5501,Checkers Centurion Lifestyle,-25.87713,28.16573
104,63,Bram Fischer (G),True,115,5507,Checkers Bram Fischer,-26.1111031,27.9999771
105,104,De Grendel (WC),True,117,5516,Checkers De Grendel,-33.8409233,18.5443268
106,11,Emmarentia (G),True,118,5626,Checkers LiquorShop Emmarentia,-26.16068,28.01185
107,28,Krugersdorp (G),False,119,5714,Checkers LiquorShop Horizon,-26.14394,27.86727
108,104,De Grendel (WC),True,120,5750,Checkers LiquorShop De Grendel,-33.8409233,18.5443268
109,27,Johannesburg West (G),False,122,5813,Checkers Allen's Nek,-26.13465,27.91174
110,4,Kyalami (G),True,124,5815,Checkers Kyalami,-25.9843884,28.0749454
111,110,East Rand (G),True,125,5846,Checkers East Rand Retail,-26.1797485,28.2498684
112,73,Wingtip (G),True,126,5847,Checkers Wingtip,-25.6595688,28.2428284
113,87,Charlo (EC),True,127,5887,Checkers LiquorShop Moffett-on-Main,-33.9833374,25.5539455
114,20,Port Elizabeth (EC),False,128,5888,Checkers LiquorShop 6th Avenue,-33.98,25.597
115,179,Wellington (WC),True,129,5893,Checkers LiquorShop Welgelee Plein,-33.65056,19.00227
116,179,Wellington (WC),True,130,5900,Checkers Welgelee Plein,-33.65056,19.00227
117,10,Centurion (G),True,132,5952,Checkers LiquorShop Centurion Lifestyle,-25.8781,29.09783
118,63,Bram Fischer (G),True,133,5972,Checkers LiquorShop Bram Fischer,-26.1111031,27.9999771
119,76,Alberton (G),True,134,5978,Checkers Hyper New Market,-26.2779369,28.1256981
120,95,Salt Rock (KZN),True,135,6033,Checkers LiquorShop Mount Richmore,-29.4921761,31.23591
121,21,Bloemfontein (FS),False,136,6056,Checkers LiquorShop Preller Square,-29.08825,26.21207
122,189,Tokai (WC),True,139,6347,Checkers LiquorShop Tokai,-34.063,18.454
123,13,Bryanston (G),True,140,6490,Checkers LiquorShop Bryanston,-26.075634,28.0282784
124,59,Mall of the South (G),True,141,6677,Checkers LiquorShop Mall Of The South,-26.31478,28.05804
125,36,Okavango (WC),True,142,6686,Checkers Okavango Crossing,-33.83953,18.6956615
126,98,Rivonia (G),True,143,6991,Checkers LiquorShop Rivonia Village,-26.0590229,28.0612411
127,15,Greenstone (G),True,144,8029,Checkers LiquorShop Green Valley,-26.1183777,28.1558666
128,46,Virginia Circle (KZN),True,145,8066,Checkers LiquorShop Virginia Circle,-29.7769089,31.0589485
129,195,Somerset Hyper (WC),True,146,8132,Checkers LiquorShop Somerset West (Helderberg Mall),-34.08692,18.82916
130,20,Port Elizabeth (EC),False,148,8231,Checkers LiquorShop Lorraine,-33.96958,25.49359
131,6,Westville (KZN),True,149,8236,Checkers LiquorShop Westville,-29.83626,30.9184933
132,8,Somerset (WC),True,150,8278,Checkers LiquorShop Vergelegen Plein,-34.10197,18.87259
133,69,Gordonsbay (WC),True,151,8280,Checkers Gordon's Bay Mall,-34.1507339,18.8823967
134,36,Okavango (WC),True,152,8288,Checkers LiquorShop Okavango Crossing,-33.83953,18.6956615
135,89,Plettenberg Bay (EC),True,153,8291,Checkers FX Plettenberg Bay Mall,-34.04172,23.37105
136,22,Pietermaritzburg (KZN),True,154,8320,Checkers LiquorShop Midlands Mall,-29.58,30.39083
137,66,Ballito Junction (KZN),True,155,8459,Checkers LiquorShop Balito Junction,-29.5227642,31.2023163
138,174,Rylands Village (WC),True,156,8525,Checkers CC Rylands Village,-33.97492,18.531004
139,97,Fairland (G),True,157,8526,Checkers FX Fairlands,-26.11866,27.95529
140,59,Mall of the South (G),True,158,8726,Checkers Mall Of The South,-26.31478,28.05804
141,28,Krugersdorp (G),False,159,8770,Checkers LiquorShop Wilrogate,-26.126,27.847
142,16,Kempton Park (G),True,160,8934,Checkers LiquorShop Norkem Park,-26.0641,28.22001
143,71,Northmead Square (G),True,161,8935,Checkers LiquorShop Northmead Square,-26.1628857,28.3227081
144,54,New Menlyn (G),True,162,9111,Checkers Hyper New Menlyn,-25.7836628,28.2729187
145,22,Pietermaritzburg (KZN),True,163,9212,Checkers LiquorShop Scottsville,-29.616,30.395
146,4,Kyalami (G),True,164,9238,Checkers LiquorShop Kyalami,-25.9843884,28.0749454
147,190,Cobblewalk (WC),True,165,9243,Checkers LiquorShop Cobble Walk,-33.84367,18.67689
148,5,Melrose (G),True,166,9255,Checkers LiquorShop Blubird,-26.13016,28.0653839
149,37,Sunninghill (G),True,167,9440,Checkers LiquorShop Sunninghill,-26.0325737,28.06197
150,95,Salt Rock (KZN),True,168,9631,Checkers Mount Richmore Village,-29.4921761,31.23591
151,22,Pietermaritzburg (KZN),True,169,9632,Checkers Midlands Mall,-29.58,30.39083
152,32,Constantia (WC),True,343,8353,Checkers FX Constantia,-34.02933,18.44581
153,33,RTT HVDC JHB 2005,False,344,2005,To define,0.0,0.0
154,35,RTT IHS JHB 2011,False,345,2011,To define,0.0,0.0
155,34,RTT HVDC CPT 8005,False,346,8005,To define,0.0,0.0
156,39,CFS WC (WC),False,347,4581,Checkers Franschhoek,-33.8443069,18.9205456
157,39,CFS WC (WC),False,348,4583,Checkers Stellenbosch,-33.9672279,18.7564
158,39,CFS WC (WC),False,349,4582,Checkers Paarl,-33.6450233,18.9367886
159,40,CFS GP (G),False,350,23014,Checkers Centurion,-25.9020271,28.26963
160,40,CFS GP (G),False,351,23016,Checkers Pretoria,-25.685709,28.1481247
161,40,CFS GP (G),False,352,23015,Checkers Pretoria East,-25.7083321,28.3314648
162,41,Century City (WC),True,353,520,Checkers Century City,-33.89436,18.50943
163,42,Hout Bay (WC),True,354,87,Checkers Hout Bay,-34.045,18.359
164,44,Mall of Africa (G),True,355,8727,Checkers Mall of Africa,-26.0160332,28.1065063
165,48,Westgate (G),True,356,764,Checkers West Gate,-26.1398354,27.8616962
166,51,Cornubia (KZN),True,357,3470,Checkers Cornubia,-29.7092648,31.055254
167,52,Shallcross (KZN),True,358,4823,Checkers Shallcross,-29.903,30.88904
168,55,Forest Hill (G),True,359,3873,Checkers Forest Hill,-25.8905811,28.0988884
169,56,Boksburg (G),True,360,745,Checkers Boksburg,-26.2268658,28.24564
170,57,Sandton (G),True,361,732,Checkers FX Sandton,-26.1093235,28.0530052
171,60,Bonaero Park (G),True,362,5503,Checkers Bonaero Park,-26.1197224,28.2575989
172,65,Sun Valley Hyper (WC),True,363,6792,Checkers Sun Valley Hyper,-34.1210251,18.3891888
173,64,Parklands Hyper (WC),True,372,3149,"Checkers LiquorShop Parklands (Sandown)
",-33.7992821,18.5012779
174,65,Sun Valley Hyper (WC),True,374,8287,"Checkers LiquorShop Sun Valley
",-34.1210251,18.3891888
175,8,Somerset (WC),True,377,5372,"Checkers LiquorShop Somerset West
",-34.08626,18.8547115
176,47,Cradlestone (G),True,378,6985,Checkers LiquorShop Cradlestone,-26.0642014,27.8494244
177,69,Gordonsbay (WC),True,379,9234,Checkers LiquorShop Gordon's Bay,-34.1507339,18.8823967
178,72,Monument Park (G),True,380,171,Checkers Monument Park,-26.10063,27.79712
179,73,Wingtip (G),True,381,6951,Checkers LiquorShop Wingtip,-25.6595688,28.2428284
180,44,Mall of Africa (G),True,382,3436,Checkers LiquorShop Mall Of Africa,-26.0160332,28.1065063
181,57,Sandton (G),True,383,8741,Checkers LiquorShop Sandton,-26.1093235,28.0530052
182,56,Boksburg (G),True,384,6774,Checkers LiquorShop Boksburg,-26.2268658,28.24564
183,54,New Menlyn (G),True,385,6678,Checkers LiquorShop Menlyn,-25.7836628,28.2729187
184,55,Forest Hill (G),True,386,8247,Checkers LiquorShop Forest Hill,-25.8905811,28.0988884
185,74,Eastgate (G),True,387,730,Checkers Hyper Eastgate,-26.1803875,28.1172085
186,10,Centurion (G),True,388,6061,Checkers LiquorShop Centurion,-25.8562,28.18216
187,76,Alberton (G),True,389,6923,Checkers LiquorShop New Market,-26.2779369,28.1256981
188,77,Edenvale (G),True,390,5461, Checkers LiquorShop Edenvale,-26.161726,28.1709118
189,49,Hillcrest (KZN),True,391,5048, Checkers LiquorShop Hillcrest,-29.7810135,30.7626534
190,51,Cornubia (KZN),True,392,9250, Checkers LiquorShop Cornubia,-29.7092648,31.055254
191,52,Shallcross (KZN),True,393,6053,Checkers LiquorShop Shallcross,-29.903,30.88904
192,78,Pinetown (KZN),True,394,202,Checkers St Johns Centre,-29.8188057,30.8737087
193,78,Pinetown (KZN),True,395,5912, Checkers LiquorShop St John Centre,-29.8188057,30.8737087
194,79,Waterfall (KZN),True,396,8259,Checkers Watercrest,-29.74896,30.81392
195,80,Cascades (KZN),True,397,266,Checkers Cascades,-29.5758,30.34437
196,81,Woodburn (KZN),True,398,3472, Checkers Woodburn,-29.6130943,30.3906116
197,82,Amanzimtoti (KZN),True,399,97,Checkers Amanzimtoti,-30.0655613,30.869751
198,83,Bluff (KZN),True,400,3656, Checkers LiquorShop Bluff,-29.9242916,31.0037384
199,60,Bonaero Park (G),True,401,5901,Checkers LiquorShop Bonaero Park,-26.1197224,28.2575989
200,81,Woodburn (KZN),True,402,8425,Checkers Woodburn Liqour,-29.6130943,30.3906116
201,39,CFS WC (WC),False,404,4584,CFS-WC-ATB (Atlantic Beach),-33.72248,18.4562283
202,40,CFS GP (G),False,405,23023,CFS-JHB-PTW (Pretoria West),-25.7651978,28.17501
203,88,Greenacres (EC),True,406,626,Checkers Greenacres,-33.9500923,25.5800762
204,88,Greenacres (EC),True,407,3499,Checkers LiquorShop Green Acres,-33.9500923,25.5800762
205,91,Fleurdal (FS),True,408,772,Checkers Hyper Bloemfontein,-29.1579018,26.1909733
206,91,Fleurdal (FS),True,409,5239,Checkers LiquorShop Bloemfontein,-29.1579018,26.1909733
207,92,Brakpan (G),True,410,3032,Checkers Hyper Mall Of Carnival,-26.2528324,28.3198051
208,92,Brakpan (G),True,411,3113,Checkers LiquorShop Mall Of Carnival,-26.2528324,28.3198051
209,93,Mayville (G),True,412,774,Checkers Hyper Mayville,-25.6995239,28.183548
210,93,Mayville (G),True,413,3865,Checkers LiquorShop Mayville,-25.6995239,28.183548
211,94,Queensburgh (KZN),True,414,680,Checkers Queensburgh,-29.88019,30.918911
212,94,Queensburgh (KZN),True,415,8601,Checkers LiquorShop Queensburgh,-29.88019,30.918911
213,96,Reservoir Hills (KZN),True,416,5223,Checkers Reservoir Hills,-29.8016987,30.9628029
214,96,Reservoir Hills (KZN),True,417,5224,Checkers LiquorShop Reservoir Hills,-29.8016987,30.9628029
215,106,Davenport (KZN),True,418,117,Checkers Davenport Rd,-29.8611164,31.00013
216,107,Cape Gate (WC),True,419,4297,Checkers Cape Gate,-33.85152,18.6976032
217,107,Cape Gate (WC),True,420,4496,Checkers LiquorShop Cape Gate,-33.85152,18.6976032
218,102,Hermanus (WC),True,421,5868,Checkers Hermanus,-34.41676,19.2424755
219,97,Fairland (G),True,422,8344,Checkers LiquorShop Fairlands Walk,-26.11866,27.95529
220,108,Brooklyn (G),True,423,185,Checkers Brooklyn,-25.7711639,28.234499
221,99,Oakdene (G),True,424,8417,Checkers LiquorShop The Glen,-26.26746,28.04949
222,99,Oakdene (G),True,425,8527,Checkers FX The Glen,-26.26746,28.04949
