,cluster_id,cluster_name,cluster_isactive,store_id,store_code,store_description,store_lat,store_long
443,163,Rand Park Ridge (G),True,670,26,AVO - Smack Pizza Co Eagles Landing,-26.09574,27.9275761
444,163,Rand Park Ridge (G),True,671,539,AVO - KR Seafood,-26.0930862,27.9397831
445,163,Rand Park Ridge (G),True,672,116,AVO - Piza E Vino Eagles Landing,-26.0960636,27.9273548
446,163,Rand Park Ridge (G),True,673,461,AVO - Mochachos Weltevreden Park,-26.10457,27.92484
447,163,Rand Park Ridge (G),True,674,460,AVO - Brooklyn Brothers Honeydew,-26.0786724,27.92737
448,163,Rand Park Ridge (G),True,675,459,AVO - Senhor Peri Peri Honeydew,-26.0786724,27.92737
449,163,Rand Park Ridge (G),True,676,454,AVO - Mozambik Westrand,-26.1161385,27.8963432
450,163,Rand Park Ridge (G),True,677,453,AVO - Mozambik Randpark,-26.0910225,27.93746
451,163,Rand Park Ridge (G),True,678,318,AVO - Trinity Blue Bottle Liquors,-26.0910988,27.9373474
452,163,Rand Park Ridge (G),True,679,634,AVO - Burger King Allens Neck,27.9224758,-26.1226444
453,62,Northriding (G),True,680,130,AVO - Doppio Zero Bel Air (Northriding),-26.0602875,27.9570484
454,62,Northriding (G),True,681,296,AVO - Clay Oven,-26.0549335,27.96506
455,62,Northriding (G),True,682,448,AVO - Luigis Pizzeria Olivedale,-26.053669,27.9721565
456,62,Northriding (G),True,683,310,AVO - Swaadisht Randburg,-26.05192,27.9560623
457,62,Northriding (G),True,684,315,AVO - Northriding Blue Bottle Liquors,-26.0620289,27.9533939
458,62,Northriding (G),True,685,347,AVO - Picanha North Riding,-26.05543,27.9637032
459,62,Northriding (G),True,686,631,AVO - Burger King Northgate ,27.9468517,-26.0592384
460,62,Northriding (G),True,687,700,AVO - Burger King Sasol Olivedale,27.9783916,-26.0586967
461,10,Centurion (G),True,688,525,AVO - Yamakado -Sushi Restaurant,-25.87776,28.16184
462,10,Centurion (G),True,689,479,AVO - Ashkers Pub and Restaurant,-25.8812485,28.1759815
463,10,Centurion (G),True,690,477,AVO - India Palace Indian Restaurant,-25.87776,28.16184
464,10,Centurion (G),True,691,242,"AVO - OGalitos, Centurion Mall",-25.8560753,28.1879063
465,10,Centurion (G),True,692,249,AVO - YAGE Chinese Cuisine,-25.8574276,28.18629
466,10,Centurion (G),True,693,447,AVO - Pizza Hut Highveld Centre,-25.876112,28.1980324
467,10,Centurion (G),True,694,317,AVO - Centurion blue bottle liquors,-25.8457565,28.1906872
468,10,Centurion (G),True,695,351,AVO - Parrots Centurion Mall,-25.856,28.1855
469,10,Centurion (G),True,696,638,AVO - Burger King Byls Bridge,28.1961918,-25.8681984
470,10,Centurion (G),True,697,639,AVO - Burger King Centurion Lifestyle Centre ,28.1655941,-25.8747978
471,10,Centurion (G),True,698,648,AVO - Burger King Jean Avenue,28.1858616,-25.8422146
472,43,Leaping Frog (G),True,699,7,AVO - Mugg and Bean Broadacres,-25.99976,27.98211
473,43,Leaping Frog (G),True,700,483,AVO - King of Sushi Restaurant,-25.9924431,28.0132236
474,43,Leaping Frog (G),True,701,476,AVO - La Nouva Family Restaurant,-26.0084648,28.002758
475,43,Leaping Frog (G),True,702,475,AVO - The Valley Restaurant and Grill,-25.99167,28.01007
476,43,Leaping Frog (G),True,703,474,AVO - Lil Kitchen Restaurant,-25.99167,28.01007
477,43,Leaping Frog (G),True,704,458,AVO - Senhor Peri Peri Dainfern,-25.9929638,28.0140514
478,43,Leaping Frog (G),True,705,277,AVO - Jimmy Killer Express Fourways,-26.0085812,28.002594
479,43,Leaping Frog (G),True,706,290,AVO - Nandos Leaping Frog Drive Thru,-26.0087452,28.01261
480,43,Leaping Frog (G),True,707,301,AVO - Col`Cacchio Dainfern,-25.99296,28.0134659
481,43,Leaping Frog (G),True,708,352,AVO - Jimmmys Killer Express Agora Fourways Gardens,-26.0085812,28.002594
482,149,Fourways (G),True,709,562,AVO - Diya Deli Restaurant,-26.0209446,28.0079021
483,149,Fourways (G),True,710,504,AVO - Burger King Fourways,-26.01899,28.007349
484,149,Fourways (G),True,711,138,AVO - Doppio Zero Pineslopes (Fourways),-26.0225849,28.01584
485,149,Fourways (G),True,712,462,AVO - Pizza Baby Douglasdale,-26.0404434,27.9937458
486,149,Fourways (G),True,713,274,AVO - The Rock Design Quarter,-26.0334949,28.01037
487,149,Fourways (G),True,714,289,AVO - Nandos Broadacres,-26.001133,27.9826317
488,5,Melrose (G),True,715,329,AVO - Burger King Norwood,-26.1464,28.07758
489,57,Sandton (G),True,716,421,AVO - Burger King Rivonia,-26.1152,28.04927
490,57,Sandton (G),True,717,577,AVO - Adega's Express Sandton,-26.1103,28.05215
491,57,Sandton (G),True,718,661,AVO - Mugg & Bean Sandton City,-26.1088,28.05272
492,5,Melrose (G),True,719,662,AVO - Colcacchio Norwood,-26.1599,28.0759
493,57,Sandton (G),True,720,671,AVO - Vida E Caffe 24 Central,-26.1025,28.05699
494,57,Sandton (G),True,721,672,AVO - Vida E Caffe Katherine Street,-26.1074,28.06184
495,11,Emmarentia (G),True,722,673,AVO - vida e caffe Rosebank Mall,-26.1486,28.03731
496,75,Roodepoort (G),True,723,658,AVO - Family First Fast Foods,-26.1753,27.91095
497,62,Northriding (G),True,724,678,AVO - Panarottis Express Bel Air,-26.0603,27.95817
498,149,Fourways (G),True,725,469,AVO - Burger King Fourways,-26.019,28.00735
499,149,Fourways (G),True,726,668,AVO - ColCacchio Monte Casino,-26.0242,28.01278
500,163,Rand Park Ridge (G),True,727,KSA916,KFC - STRUBENSVALLEY,-26.1218,27.9009
501,160,Middelburg (MP),True,728,KSA1043,KFC - AERORAND,-25.7898,29.4496
502,56,Boksburg (G),True,729,KSA046,KFC - BOKSBURG,-26.2239,28.2532
503,142,George (WC),True,730,KSA268,KFC - GEORGE,-33.9587,22.4661
504,15,Greenstone (G),True,731,KSA559,KFC - GREENSTONE,-26.1207,28.144
505,99,Oakdene (G),True,732,KSA039,KFC - RIFLE RANGE ROAD,-26.2601,28.0319
506,4,Kyalami (G),True,733,KSA599,KFC - KYALAMI DOWNS,-25.9902,28.076
507,99,Oakdene (G),True,734,KSA074,KFC - KENILWORTH,-26.247,28.0522
508,194,Southway (KZN),True,735,676,Checkers Southway Mall,-29.895649,30.97481
509,194,Southway (KZN),True,736,8072,Checkers LiquorShop Southway Mall,-29.895649,30.97481
510,191,Rosebank (G),True,737,8379, CHECKERS ROSEBANK MALL,-26.1463318,28.04009
511,191,Rosebank (G),True,738,9475,Checkers LiquorShop Rosebank Mall,-26.1463318,28.04009
512,193,Silver Lakes (G),True,739,3798,Checkers Liquorshop Silver Lakes,-25.77224,28.3543148
513,187,Jukskei Park (G),True,740,9936,CHECKERS FX JUKSKEI PARK,-26.0338287,27.982338
514,187,Jukskei Park (G),True,741,9484,Checkers Liquorshop Juksei Park,-26.0338287,27.982338
515,11,Emmarentia (G),True,742,691,AVO - Countess Restaurant ,-26.1757374,28.0072765
516,38,Seapoint (WC),True,743,KSA257,KFC - Sea Point,-33.9101,18.3949
517,189,Tokai (WC),True,744,KSA266,KFC - Tokai,-34.065,18.4587
518,49,Hillcrest (KZN),True,745,KSA116,JFC - HILLCREST,-29.7825,30.7635
519,8,Somerset (WC),True,746,KSA251,KFC - SOMERSET WEST,-34.0829,18.8507
520,6,Westville (KZN),True,747,KSA329,KFC - PAVILION,-29.8489,30.9362
521,8,Somerset (WC),True,748,KSA1081,KFC - SANCTUARY,-34.0898,18.8204
522,8,Somerset (WC),True,749,KSA1273,KFC - HERITAGE PARK,-34.0941,18.8623
523,143,Bay West (EC),True,750,KSA1126,KFC - BAY WEST MALL ,-33.9515,25.4609
524,8,Somerset (WC),True,751,KSA370,KFC - SOMERSET MALL,-34.0821,18.8225
525,82,Amanzimtoti (KZN),True,752,KSA131,KFC - AMANZIMTOTI,-30.0557,30.8842
526,80,Cascades (KZN),True,753,KSA397,KFC - LIBERTY MIDLANDS MALL,-29.5832,30.3773
527,77,Edenvale (G),True,756,205,AVO - Pizza Perfect Primrose,-26.1867466,28.1586361
528,77,Edenvale (G),True,757,207,AVO - Burger Perfect Primrose,-26.1867466,28.1586361
529,77,Edenvale (G),True,758,649,AVO - Burger King Sasol Riley,-26.166193,28.14568
530,77,Edenvale (G),True,759,650,AVO - Burger King Karaglen,-26.1356239,28.1808052
531,48,Westgate (G),True,760,291,AVO - Nandos Westgate,-26.1403732,27.8607349
532,48,Westgate (G),True,761,482,AVO - Burger Bistro Little Falls,-26.117569,27.8878746
533,48,Westgate (G),True,762,652,AVO - Burger King Westgate,-26.1333714,27.8563957
534,76,Alberton (G),True,764,52,AVO - Jimmy Killer Express Alberton Crossing,-26.2717571,28.12119
535,76,Alberton (G),True,765,630,AVO - Burger King New Market,-26.280117,28.1271267
536,159,Sunward Park (G),True,766,654,AVO - Burger King Kingfisher,-26.2588634,28.2508678
537,60,Bonaero Park (G),True,767,198,AVO - Pizza Chicken Perfect Bonaero Park,-26.1202965,28.25827
538,16,Kempton Park (G),True,768,203,AVO - Wimpy Glen Marais Motors( Engen ),-26.0797234,28.2467766
539,16,Kempton Park (G),True,769,220,AVO - Mimmos,-26.0777,28.2491
540,16,Kempton Park (G),True,770,636,AVO - Burger King Birchleigh North,-26.0515041,28.22959
541,71,Northmead Square (G),True,771,135,AVO - Doppio Zero Ebotse,-26.153286,28.3356934
542,110,East Rand (G),True,772,505,AVO - Burger King East Rand Galleria,-26.1799183,28.2357426
543,71,Northmead Square (G),True,773,632,AVO - Burger King Northmead Benoni,-26.1698856,28.328495
544,92,Brakpan (G),True,774,657,AVO - Burger King Mall @ Carnival,-26.2532673,28.3166733
545,155,Big Bay (WC),True,775,18,AVO - Saints Burger Joint,-33.79177,18.45698
546,155,Big Bay (WC),True,776,25,AVO - El Barrio,-33.7986946,18.4603024
547,155,Big Bay (WC),True,777,468,AVO - Mozambik Blouberg,-33.7925873,18.4574757
548,18,Kenilworth (WC),True,778,362,AVO - Exotic India Lansdowne,-33.9887466,18.5011711
549,18,Kenilworth (WC),True,779,373,AVO - Health Wrap Lansdowne,-33.9887466,18.5011711
550,29,Plumstead (WC),True,780,234,AVO - Aneesa`s Wynberg,-34.01138,18.47791
551,29,Plumstead (WC),True,781,238,AVO - Asian Dragon,-34.02136,18.467823
552,3,Rondebosch (WC),True,782,314,AVO - Observatory Model T Blue Bottle Liquors,-33.93708,18.46814
553,3,Rondebosch (WC),True,783,332,AVO - Sugarlicious Claremont,-33.98064,18.4623566
554,174,Rylands Village (WC),True,784,92,AVO - Grill & Braai Gatesville,-33.96905,18.5356159
555,174,Rylands Village (WC),True,785,237,AVO - Aneesa`s Athlone,-33.96435,18.5179253
556,174,Rylands Village (WC),True,786,518,AVO - Ocean Basket Vangate Mall,-33.9606133,18.53835
557,2,Cape Town CBD (WC),True,787,229,AVO - ColCacchio FORESHORE (Cape Town),-33.9160919,18.4231911
558,2,Cape Town CBD (WC),True,788,245,AVO - Redemption Burgers,-33.926136,18.414957
559,2,Cape Town CBD (WC),True,789,295,AVO - Cafe Charles,-33.91628,18.41685
560,2,Cape Town CBD (WC),True,790,354,AVO - The Great Gatsby Walmer,-33.9315262,18.4404774
561,2,Cape Town CBD (WC),True,791,365,AVO - Exotic India Walmer,-33.9315262,18.4404774
562,2,Cape Town CBD (WC),True,792,376,AVO - Health Wrap Walmer,-33.9315262,18.4404774
563,2,Cape Town CBD (WC),True,793,405,AVO - Pizza Box Walmer,-33.9315262,18.4404774
564,2,Cape Town CBD (WC),True,794,414,AVO - The Butcherman Restaurant Green Point,-33.9078827,18.4094448
565,2,Cape Town CBD (WC),True,795,424,AVO - Darling Brew Woodstock,-33.9263344,18.4459839
566,2,Cape Town CBD (WC),True,796,429,AVO - Norman Goodfellows Gardens Centre CT,-33.9345131,18.4180889
567,2,Cape Town CBD (WC),True,797,485,AVO - Saggy Stone,-33.92782,18.4126434
568,2,Cape Town CBD (WC),True,798,495,AVO - Mozambik VA Waterfront,-33.9043,18.42092
569,41,Century City (WC),True,799,355,AVO - The Great Gatsby Marconi,-33.8633766,18.5115871
570,41,Century City (WC),True,800,363,AVO - Exotic India Marconi,-33.8633766,18.5115871
571,41,Century City (WC),True,801,374,AVO - Health Wrap Marconi,-33.8633766,18.5115871
572,41,Century City (WC),True,802,401,AVO - Dragons Chinese Marconi,-33.8633766,18.5115871
573,41,Century City (WC),True,803,406,AVO - Pizza Box Marconi,-33.8633766,18.5115871
574,41,Century City (WC),True,804,467,AVO - Mozambik Century City,-33.89357,18.5062
575,17,N1City (WC),True,805,358,AVO - The Great Gatsby Panorama,-33.88096,18.56667
576,17,N1City (WC),True,806,364,AVO - Exotic India Panorama,-33.88096,18.56667
577,17,N1City (WC),True,807,375,AVO - Health Wrap Panorama,-33.88096,18.56667
578,17,N1City (WC),True,808,379,AVO - Nomad Bistro & Bar Panorama,-33.88096,18.56667
579,17,N1City (WC),True,809,395,AVO - London Fish & Chips Panorama,-33.88096,18.56667
580,17,N1City (WC),True,810,399,AVO - Dragons Chinese Panorama,-33.88096,18.56667
581,17,N1City (WC),True,811,404,AVO - Pizza Box Panorama,-33.88096,18.56667
582,179,Wellington (WC),True,812,95,AVO - Grill & Braai Wellington,-33.6408234,19.0034256
583,2,Cape Town CBD (WC),True,814,390,AVO - Taco Town Walmer,-33.9315262,18.4404774
584,17,N1City (WC),True,815,389,AVO - Taco Town Panorama,-33.88096,18.56667
585,17,N1City (WC),True,816,367,AVO - The New York Burger Company Panorama,-33.88096,18.56667
586,2,Cape Town CBD (WC),True,817,394,AVO - London Fish & Chips Walmer,-33.9315262,18.4404774
587,18,Kenilworth (WC),True,818,369,AVO - The New York Burger Company Lansdowne,-33.9887466,18.5011711
588,2,Cape Town CBD (WC),True,819,400,AVO - Dragons Chinese Walmer,-33.9315262,18.4404774
589,2,Cape Town CBD (WC),True,820,380,AVO - Nomad Bistro & Bar Walmer,-33.9315262,18.4404774
590,41,Century City (WC),True,821,381,AVO - Nomad Bistro & Bar Marconi,-33.8633766,18.5115871
591,2,Cape Town CBD (WC),True,822,385,AVO - The Vegan Chef Walmer,-33.9315262,18.4404774
592,17,N1City (WC),True,823,384,AVO - The Vegan Chef Panorama,-33.88096,18.56667
593,31,Willowbridge (WC),True,824,436,AVO - Cafe Rousse Tygervalley,-33.87367,18.63401
594,41,Century City (WC),True,825,386,AVO - The Vegan Chef Marconi,-33.8633766,18.5115871
595,2,Cape Town CBD (WC),True,826,371,AVO - The New York Burger Company Walmer,-33.9315262,18.4404774
596,41,Century City (WC),True,827,370,AVO - The New York Burger Company Marconi,-33.8633766,18.5115871
597,41,Century City (WC),True,828,391,AVO - Taco Town Marconi,-33.8633766,18.5115871
598,41,Century City (WC),True,831,397,AVO - London Fish & Chips Marconi,-33.8633766,18.5115871
599,163,Rand Park Ridge (G),True,832,734,AVO - Coal Butchery,0.0,0.0
600,163,Rand Park Ridge (G),True,833,735,AVO - Coal Liquor,0.0,0.0
601,3,Rondebosch (WC),True,834,KSA1110,KFC - RONDEBOSCH ,-33.9603,18.4702
602,41,Century City (WC),True,835,KSA1147,KFC - SHELL CANAL WALK ,-33.892,18.5148
603,2,Cape Town CBD (WC),True,836,KSA571,KFC - GREENPOINT,-33.914,18.4174
604,2,Cape Town CBD (WC),True,837,KSA254,KFC - GARDENS,-33.934,18.4194
605,2,Cape Town CBD (WC),True,838,722,Love Is Burgers Cape Town,-33.91651,18.4185562
606,2,Cape Town CBD (WC),True,839,723,Love is Pizza Cape Town,-33.91651,18.4185562
607,2,Cape Town CBD (WC),True,840,721,Pizza King Cape Town,-33.91651,18.4185562
608,2,Cape Town CBD (WC),True,841,719,Cookies and Cream Ice Cream Cape Town,-33.91651,18.4185562
609,2,Cape Town CBD (WC),True,842,720,Da Gama Fish City Cape Town,-33.91651,18.4185562
610,2,Cape Town CBD (WC),True,843,711,Liguria Ristorante De Waterkant,-33.91543,18.4172764
611,29,Plumstead (WC),True,844,713,Love Is Burgers Wynberg,-34.01177,18.469862
612,29,Plumstead (WC),True,845,715,Love Is Pizza Wynberg,-34.0105,18.4699
613,29,Plumstead (WC),True,846,717,Da Gama Fish City Wynberg,-34.01051,18.4699
614,29,Plumstead (WC),True,847,716,Pizza king Wynberg,-34.0105,18.4699
615,29,Plumstead (WC),True,848,718,Cookies and Cream Ice Cream Wynberg,-34.01051,18.4699
616,57,Sandton (G),True,849,701,Aurum Restaurant,-26.10423,28.0555382
617,57,Sandton (G),True,850,714,Colcacchio Benmore Gardens,-26.09986,28.0494232
618,163,Rand Park Ridge (G),True,851,778,RocoMamas Randpark Ridge,-26.0922,27.9395523
619,60,Bonaero Park (G),True,854,780,Green Butler Gauteng,-26.1020679,28.266325
620,113,Century City,False,857,828,Bert's Blue Bottle Liquors,-33.9063644,18.48591
621,110,East Rand (G),True,858,843,Polana No.2 Blue Bottle Liquors,-26.1790142,28.2664146
622,57,Sandton (G),True,859,745,Pappas On Square ,-26.1074429,28.05275
623,57,Sandton (G),True,860,746,Ocean Basket Sandton City,-26.10536,28.0461044
624,57,Sandton (G),True,861,851,Burger King Rivonia ,-26.11536,28.04921
625,10,Centurion (G),True,862,795,Ridgeback Village Restaurant,-25.8536072,28.2029743
626,10,Centurion (G),True,863,847,Mozambik,-25.8572,28.18681
627,149,Fourways (G),True,864,860,The Rock Diner - Design Quarter,-26.0334949,28.01037
628,17,N1City (WC),True,865,825,Goodwood Top Cellars Blue Bottle Liquors,-33.91081,18.55696
629,17,N1City (WC),True,866,858,Trupizza Edgemead,-33.8706741,18.5463486
630,76,Alberton (G),True,867,842,New Redruth Blue Bottle Liquors,-26.2727127,28.126955
631,75,Roodepoort (G),True,868,765,Jessica's Clearwater Mall,-26.1281738,27.9059982
632,75,Roodepoort (G),True,869,852,News Cafe Town Square,-26.1370659,27.9176064
633,2,Cape Town CBD (WC),True,870,829,Roeland Blue Bottle Liquors,-33.928997,18.4214611
634,2,Cape Town CBD (WC),True,871,857,Robinhood Gardens,-33.93223,18.4084015
635,43,Leaping Frog (G),True,872,782,Kamala`s a taste experience,-26.0120735,28.0223446
636,44,Mall of Africa (G),True,873,694,Doppio Zero Mall of Africa,-26.01534,28.106451
637,71,Northmead Square (G),True,874,815,Farrarmere Blue Bottle Liquors,-26.1748314,28.3011475
638,62,Northriding (G),True,875,803,KYA Sands Blue Bottle Liquor Express ,-26.028368,27.950386
639,29,Plumstead (WC),True,876,846,Wild Liquors Blue Bottle Liquor Express,-34.00413,18.4692516
640,163,Rand Park Ridge (G),True,877,692,Coal Cafe Honeydew,-26.08193,27.9269238
641,163,Rand Park Ridge (G),True,878,766,Jessica's Eagle Canyon,-26.0869331,27.9230785
642,163,Rand Park Ridge (G),True,879,824,Rocky Blue Bottle Liquor  Express,-26.1252289,27.921402
643,163,Rand Park Ridge (G),True,880,838,Liquor City Blue Bottle Liquors ,-26.08261,27.9274044
644,191,Rosebank (G),True,881,316,Craighall Blue Bottle Platinum ,-26.1304665,28.0262127
645,48,Westgate (G),True,882,802,Roodepoort Liquor Land Blue Bottle Liquor Express ,-26.16124,27.864357
646,48,Westgate (G),True,883,814,Bacchus Blue Bottle Liquors,-26.1416969,27.8322315
647,48,Westgate (G),True,884,823,Liquor Cellar Blue Bottle Liquors ,-26.1194782,27.8503838
648,48,Westgate (G),True,885,849,Mochachos Westgate,-26.1401482,27.86099
649,196,Weltevreden (WC),True,886,67,Checkers Weltevreden,-34.03587,18.5892448
650,197,Eikestad (WC),True,887,218,Checkers Eikestad Mall,-33.9355774,18.8601856
651,197,Eikestad (WC),True,889,9260,Checkers Liquorshop Eikestad Mall,-33.9355774,18.8601856
652,198,Windermere (KZN),True,890,188,Checkers Windermere,-29.8286285,31.0199661
653,26,Durban North (KZN),True,891,678,Checkers Durban North,-29.77522,31.0443821
654,199,Village View (G),True,892,8544,Checkers Village View,-26.18304,28.1352863
655,199,Village View (G),True,893,9480,Checkers Liquor Village View,-26.18304,28.1352863
656,201,Ferndale (G),True,894,8537,Checkers Ferndale,-26.1023064,27.99034
657,201,Ferndale (G),True,895,8385,Checkers Liquor Ferndale,-26.1023064,27.99034
658,202,Flamingo (G),True,896,8117,Checkers Flamingo,-26.1005211,28.1520348
659,202,Flamingo (G),True,897,9257,Checkers Liquor Flamingo,-26.1005211,28.1520348
660,203,Vanderbijl (G),True,898,220,Checkers Vanderbijl,-26.7006321,27.838644
661,203,Vanderbijl (G),True,899,3663,Checkers Liquor Vanderbijl,-26.7006321,27.838644
